run_id,seed,pair,variant,host_event_count,mediation_invocations,interruption_count,effect_count,final_output,native_elapsed_us,oram_accesses,dummy_fraction,structural_signature
s0-p4-v1-b1,0,4,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3349.0,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p5-v1-b0,0,5,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,2056.5,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p5-v1-b1,0,5,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3159.6,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p6-v1-b0,0,6,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,1959.0,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p6-v1-b1,0,6,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3527.9,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p7-v1-b0,0,7,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,2159.9,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p7-v1-b1,0,7,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3300.1,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p8-v1-b0,0,8,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,2161.9,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p8-v1-b1,0,8,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3576.0,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p9-v1-b0,0,9,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,2070.7,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p9-v1-b1,0,9,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3183.9,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p10-v1-b0,0,10,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,2072.8,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p10-v1-b1,0,10,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3448.1,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p11-v1-b0,0,11,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,2050.1,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p11-v1-b1,0,11,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3150.4,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p12-v1-b0,0,12,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,2013.2,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p12-v1-b1,0,12,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3397.2,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p13-v1-b0,0,13,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,2017.8,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p13-v1-b1,0,13,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3270.7,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p14-v1-b0,0,14,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,2076.1,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p14-v1-b1,0,14,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3241.5,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p15-v1-b0,0,15,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,2086.7,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p15-v1-b1,0,15,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3249.7,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p16-v1-b0,0,16,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,2140.1,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p16-v1-b1,0,16,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3250.9,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p17-v1-b0,0,17,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,2288.7,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p17-v1-b1,0,17,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3146.1,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p18-v1-b0,0,18,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,1991.4,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p18-v1-b1,0,18,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3141.5,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p19-v1-b0,0,19,B1-PER-ACTION-OBLIVIOUS,4,1,0,1,completed,1964.1,3,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p19-v1-b1,0,19,B1-PER-ACTION-OBLIVIOUS,7,2,1,1,completed,3115.5,6,0.0,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",451,444],[2,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",451,444]]"
s0-p0-v2-b0,0,0,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,1,0,1,completed,1964.4,15,0.8,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p0-v2-b1,0,0,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,2,1,1,completed,3073.0,15,0.6,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p1-v2-b0,0,1,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,1,0,1,completed,2077.2,15,0.8,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p1-v2-b1,0,1,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,2,1,1,completed,3431.3,15,0.6,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p2-v2-b0,0,2,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,1,0,1,completed,2015.0,15,0.8,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p2-v2-b1,0,2,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,2,1,1,completed,3128.1,15,0.6,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p3-v2-b0,0,3,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,1,0,1,completed,2088.3,15,0.8,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
s0-p3-v2-b1,0,3,B2-BOUNDED-ADAPTIVE-OBLIVIOUS,16,2,1,1,completed,3148.3,15,0.6,"[[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[1,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[2,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[3,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[4,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""PRIVATE_STATE_ORAM"",""ORAM_ACCESS"",238,222],[5,""MESSAGE_TOOL"",""PUBLIC_EFFECT"",240,222]]"
