seed,scenario,variant,feature_level,split,metric,value,chance,permutation
2,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,grouped_entity,macro_f1,1.0,0.5,0.4803238001369825
2,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,grouped_entity,roc_auc,1.0,0.5,0.49134032814882855
2,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_policy,accuracy,1.0,0.5,0.4976190476190476
2,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_policy,macro_f1,1.0,0.5,0.4926599222733933
2,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_policy,roc_auc,1.0,0.5,0.5099900694443787
2,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_task,accuracy,1.0,0.5,0.5010416666666666
2,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_task,macro_f1,1.0,0.5,0.50000489754342
2,PROVENANCE,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_task,roc_auc,1.0,0.5,0.5007280108552824
2,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,grouped_entity,accuracy,0.5,0.5,0.4801587301587302
2,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,grouped_entity,macro_f1,0.3333333333333333,0.5,0.45352531227968124
2,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,grouped_entity,roc_auc,0.5,0.5,0.49265095363897354
2,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_policy,accuracy,0.5,0.5,0.49523809523809526
2,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_policy,macro_f1,0.3333333333333333,0.5,0.4665969754728179
2,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_policy,roc_auc,0.5,0.5,0.5063479198843459
2,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_task,accuracy,0.5,0.5,0.5255208333333333
2,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_task,macro_f1,0.3333333333333333,0.5,0.34433586945201083
2,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_task,roc_auc,0.5,0.5,0.5
2,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,grouped_entity,accuracy,0.47619047619047616,0.5,0.4871031746031746
2,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,grouped_entity,macro_f1,0.47619047619047616,0.5,0.4839757076934858
2,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,grouped_entity,roc_auc,0.47619047619047616,0.5,0.4891814844901536
2,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_policy,accuracy,0.4857142857142857,0.5,0.5059523809523809
2,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_policy,macro_f1,0.4852941176470588,0.5,0.49847987863110527
2,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_policy,roc_auc,0.49387755102040815,0.5,0.5155604219281444
2,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_task,accuracy,0.4375,0.5,0.4848958333333333
2,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_task,macro_f1,0.43741209563994377,0.5,0.48295415599080804
2,PROVENANCE,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_task,roc_auc,0.4409375,0.5,0.4865617651493948
2,EXTRA_VERIFICATION,B0-NATURAL,STRUCTURAL,grouped_entity,accuracy,1.0,0.5,0.46041666666666664
2,EXTRA_VERIFICATION,B0-NATURAL,STRUCTURAL,grouped_entity,macro_f1,1.0,0.5,0.4517489876106743
2,EXTRA_VERIFICATION,B0-NATURAL,STRUCTURAL,grouped_entity,roc_auc,1.0,0.5,0.4664163213421189
2,EXTRA_VERIFICATION,B0-NATURAL,STRUCTURAL,cross_policy,accuracy,1.0,0.5,0.49816176470588236
2,EXTRA_VERIFICATION,B0-NATURAL,STRUCTURAL,cross_policy,macro_f1,1.0,0.5,0.48888175731042544
2,EXTRA_VERIFICATION,B0-NATURAL,STRUCTURAL,cross_policy,roc_auc,1.0,0.5,0.4862326842884637
2,EXTRA_VERIFICATION,B0-NATURAL,STRUCTURAL,cross_task,accuracy,1.0,0.5,0.5130208333333334
2,EXTRA_VERIFICATION,B0-NATURAL,STRUCTURAL,cross_task,macro_f1,1.0,0.5,0.4659464536040016
2,EXTRA_VERIFICATION,B0-NATURAL,STRUCTURAL,cross_task,roc_auc,1.0,0.5,0.5067386833771518
2,EXTRA_VERIFICATION,B0-NATURAL,FULL_ORAM,grouped_entity,accuracy,1.0,0.5,0.46041666666666664
2,EXTRA_VERIFICATION,B0-NATURAL,FULL_ORAM,grouped_entity,macro_f1,1.0,0.5,0.4517489876106743
2,EXTRA_VERIFICATION,B0-NATURAL,FULL_ORAM,grouped_entity,roc_auc,1.0,0.5,0.4664163213421189
2,EXTRA_VERIFICATION,B0-NATURAL,FULL_ORAM,cross_policy,accuracy,1.0,0.5,0.49816176470588236
2,EXTRA_VERIFICATION,B0-NATURAL,FULL_ORAM,cross_policy,macro_f1,1.0,0.5,0.48888175731042544
2,EXTRA_VERIFICATION,B0-NATURAL,FULL_ORAM,cross_policy,roc_auc,1.0,0.5,0.4862326842884637
2,EXTRA_VERIFICATION,B0-NATURAL,FULL_ORAM,cross_task,accuracy,1.0,0.5,0.5130208333333334
2,EXTRA_VERIFICATION,B0-NATURAL,FULL_ORAM,cross_task,macro_f1,1.0,0.5,0.4659464536040016
2,EXTRA_VERIFICATION,B0-NATURAL,FULL_ORAM,cross_task,roc_auc,1.0,0.5,0.5067386833771518
2,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,grouped_entity,accuracy,1.0,0.5,0.4666666666666667
2,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,grouped_entity,macro_f1,1.0,0.5,0.45865750634796154
2,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,grouped_entity,roc_auc,1.0,0.5,0.4760964803021271
2,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_policy,accuracy,1.0,0.5,0.4987745098039216
2,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_policy,macro_f1,1.0,0.5,0.49206466849295305
2,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_policy,roc_auc,1.0,0.5,0.49086259174095187
2,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_task,accuracy,1.0,0.5,0.5130208333333334
2,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_task,macro_f1,1.0,0.5,0.4659464536040016
2,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,STRUCTURAL,cross_task,roc_auc,1.0,0.5,0.5067386833771518
2,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,grouped_entity,accuracy,1.0,0.5,0.4708333333333333
2,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,grouped_entity,macro_f1,1.0,0.5,0.4677340322512969
2,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,grouped_entity,roc_auc,1.0,0.5,0.4448243265159657
2,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_policy,accuracy,1.0,0.5,0.4957107843137255
2,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_policy,macro_f1,1.0,0.5,0.491763376848722
2,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_policy,roc_auc,1.0,0.5,0.4880965494238083
2,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_task,accuracy,1.0,0.5,0.4828125
2,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_task,macro_f1,1.0,0.5,0.4817198715665649
2,EXTRA_VERIFICATION,B1-PER-ACTION-OBLIVIOUS,FULL_ORAM,cross_task,roc_auc,1.0,0.5,0.47258288522802655
2,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,grouped_entity,accuracy,0.5,0.5,0.4979166666666667
2,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,grouped_entity,macro_f1,0.3333333333333333,0.5,0.4864301874367622
2,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,grouped_entity,roc_auc,0.5,0.5,0.5007578800653238
2,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_policy,accuracy,0.5,0.5,0.48651960784313725
2,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_policy,macro_f1,0.3333333333333333,0.5,0.45057133412101713
2,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_policy,roc_auc,0.5,0.5,0.49083878096542827
2,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_task,accuracy,0.5,0.5,0.5255208333333333
2,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_task,macro_f1,0.3333333333333333,0.5,0.34433586945201083
2,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,STRUCTURAL,cross_task,roc_auc,0.5,0.5,0.5
2,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,grouped_entity,accuracy,0.55,0.5,0.5
2,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,grouped_entity,macro_f1,0.5488721804511278,0.5,0.4965612492154898
2,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,grouped_entity,roc_auc,0.5625,0.5,0.5173254566226787
2,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_policy,accuracy,0.5147058823529411,0.5,0.4963235294117647
2,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_policy,macro_f1,0.5120678408349641,0.5,0.4890497805212195
2,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_policy,roc_auc,0.47534602076124566,0.5,0.499970623813003
2,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_task,accuracy,0.5125,0.5,0.4953125
2,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_task,macro_f1,0.5105882352941176,0.5,0.4930321681432559
2,EXTRA_VERIFICATION,B2-ADAPTIVE-OBLIVIOUS,FULL_ORAM,cross_task,roc_auc,0.55625,0.5,0.5011379026618008
