operation_id,stage,monotonic_ns,session,slot,detail
v7-functional-42,PACER_OBSERVED,8130678478109730,0,14,
v7-functional-75,PACER_OBSERVED,8130678480023073,0,14,
v7-functional-88,PACER_OBSERVED,8130678482225102,0,14,
v7-functional-73,PACER_OBSERVED,8130678484137574,0,14,
v7-functional-81,PACER_OBSERVED,8130678485375616,0,14,
v7-functional-83,PACER_OBSERVED,8130678486485365,0,14,
v7-functional-92,PACER_OBSERVED,8130678488381782,0,14,
v7-functional-77,PACER_OBSERVED,8130678491110683,0,14,
v7-functional-26,PACER_OBSERVED,8130678494777369,0,14,
v7-functional-96,PACER_OBSERVED,8130678497848304,0,14,
v7-functional-38,PACER_OBSERVED,8130678500962482,0,14,
v7-functional-79,PACER_OBSERVED,8130678504055016,0,14,
v7-functional-85,PACER_OBSERVED,8130678507235578,0,14,
v7-functional-50,PACER_OBSERVED,8130678510546480,0,14,
v7-functional-7,PACER_OBSERVED,8130678514961768,0,14,
v7-functional-89,PACER_OBSERVED,8130678518400600,0,14,
v7-functional-97,PACER_OBSERVED,8130678520491584,0,14,
v7-functional-58,PACER_OBSERVED,8130678522479910,0,14,
v7-functional-93,PACER_OBSERVED,8130678524505215,0,14,
v7-functional-54,PACER_OBSERVED,8130678526591200,0,14,
v7-functional-17,RESULT_CELL_SENT,8130678528680127,0,14,
v7-functional-28,RESULT_CELL_SENT,8130678532916502,0,15,
v7-functional-21,RESULT_CELL_SENT,8130678537468286,0,16,
v7-functional-62,PACER_OBSERVED,8130678541852428,0,17,
v7-functional-19,PACER_OBSERVED,8130678544028241,0,17,
v7-functional-32,RESULT_CELL_SENT,8130678546127414,0,17,
v7-functional-74,PACER_OBSERVED,8130678550248632,0,18,
v7-functional-27,RESULT_CELL_SENT,8130678552430997,0,18,
v7-functional-25,RESULT_CELL_SENT,8130678556785428,0,19,
v7-functional-31,PACER_OBSERVED,8130678563807417,0,20,
v7-functional-86,PACER_OBSERVED,8130678567391619,0,20,
v7-functional-66,PACER_OBSERVED,8130678570914666,0,20,
v7-functional-78,PACER_OBSERVED,8130678574501114,0,20,
v7-functional-87,PACER_OBSERVED,8130678578883937,0,20,
v7-functional-90,PACER_OBSERVED,8130678582845477,0,20,
v7-functional-70,PACER_OBSERVED,8130678586589093,0,20,
v7-functional-82,PACER_OBSERVED,8130678590370745,0,20,
v7-functional-36,RESULT_CELL_SENT,8130678594200327,0,20,
v7-functional-40,RESULT_CELL_SENT,8130678602370044,0,21,
v7-functional-35,PACER_OBSERVED,8130678610710891,0,22,
v7-functional-94,PACER_OBSERVED,8130678614932753,0,22,
v7-functional-67,PACER_OBSERVED,8130678619098786,0,22,
v7-functional-23,PACER_OBSERVED,8130678623312947,0,22,
v7-functional-29,RESULT_CELL_SENT,8130678627536960,0,22,
v7-functional-98,PACER_OBSERVED,8130678640727038,0,23,
v7-functional-43,PACER_OBSERVED,8130678645467073,0,23,
v7-functional-44,RESULT_CELL_SENT,8130678650266152,0,23,
v7-functional-2,RESULT_CELL_SENT,8130678659706534,0,24,
v7-functional-15,PACER_OBSERVED,8130678669189304,0,25,
v7-functional-33,RESULT_CELL_SENT,8130678673642563,0,25,
v7-functional-48,RESULT_CELL_SENT,8130678683897022,0,26,
v7-functional-6,RESULT_CELL_SENT,8130678692185154,0,27,
v7-functional-41,RESULT_CELL_SENT,8130678699215632,0,28,
v7-functional-37,RESULT_CELL_SENT,8130678705526481,0,29,
v7-functional-11,RESULT_CELL_SENT,8130678709271061,0,30,
v7-functional-52,RESULT_CELL_SENT,8130678712033332,0,31,
v7-functional-39,RESULT_CELL_SENT,8130678715532257,0,32,
v7-functional-45,RESULT_CELL_SENT,8130678718420178,0,33,
v7-functional-56,RESULT_CELL_SENT,8130678721082555,0,34,
v7-functional-60,RESULT_CELL_SENT,8130678723712883,0,35,
v7-functional-49,RESULT_CELL_SENT,8130678726401886,0,36,
v7-functional-64,RESULT_CELL_SENT,8130678729166995,0,37,
v7-functional-18,RESULT_CELL_SENT,8130678731770057,0,38,
v7-functional-51,RESULT_CELL_SENT,8130678740235123,0,39,
v7-functional-47,PACER_OBSERVED,8130678748541623,0,40,
v7-functional-68,RESULT_CELL_SENT,8130678753222474,0,40,
v7-functional-53,RESULT_CELL_SENT,8130678760087132,0,41,
v7-functional-30,RESULT_CELL_SENT,8130678767493977,0,42,
v7-functional-72,RESULT_CELL_SENT,8130678775634228,0,43,
v7-functional-71,RESULT_CELL_SENT,8130678780659087,0,44,
v7-functional-65,RESULT_CELL_SENT,8130678785611387,0,45,
v7-functional-57,RESULT_CELL_SENT,8130678788541557,0,46,
v7-functional-34,RESULT_CELL_SENT,8130678791751765,0,47,
v7-functional-14,RESULT_CELL_SENT,8130678794569185,0,48,
v7-functional-76,RESULT_CELL_SENT,8130678797406914,0,49,
v7-functional-10,RESULT_CELL_SENT,8130678800122275,0,50,
v7-functional-61,RESULT_CELL_SENT,8130678802713626,0,51,
v7-functional-80,RESULT_CELL_SENT,8130678808277640,0,52,
v7-functional-69,RESULT_CELL_SENT,8130678818401064,0,53,
v7-functional-84,RESULT_CELL_SENT,8130678828277521,0,54,
v7-functional-55,PACER_OBSERVED,8130678837868644,0,55,
v7-functional-46,RESULT_CELL_SENT,8130678839762545,0,55,
v7-functional-95,PACER_OBSERVED,8130678848227594,0,56,
v7-functional-22,RESULT_CELL_SENT,8130678852485655,0,56,
v7-functional-63,PACER_OBSERVED,8130678861939859,0,57,
v7-functional-59,PACER_OBSERVED,8130678866840296,0,57,
v7-functional-42,RESULT_CELL_SENT,8130678872238532,0,57,
v7-functional-91,PACER_OBSERVED,8130678882294976,0,58,
v7-functional-75,RESULT_CELL_SENT,8130678886911476,0,58,
v7-functional-88,RESULT_CELL_SENT,8130678896434043,0,59,
v7-functional-73,RESULT_CELL_SENT,8130678905919561,0,60,
v7-functional-81,RESULT_CELL_SENT,8130678915302666,0,61,
v7-functional-83,RESULT_CELL_SENT,8130678924850541,0,62,
v7-functional-92,RESULT_CELL_SENT,8130678932416232,0,63,
v7-functional-77,RESULT_CELL_SENT,8130678937881211,0,64,
v7-functional-26,RESULT_CELL_SENT,8130678942623055,0,65,
v7-functional-99,PACER_OBSERVED,8130678948221496,0,66,
v7-functional-96,RESULT_CELL_SENT,8130678950002215,0,66,
v7-functional-38,RESULT_CELL_SENT,8130678958278518,0,67,
v7-functional-79,RESULT_CELL_SENT,8130678969954057,0,68,
v7-functional-85,RESULT_CELL_SENT,8130678978277303,0,69,
v7-functional-50,RESULT_CELL_SENT,8130678988629043,0,70,
v7-functional-7,RESULT_CELL_SENT,8130678999797271,0,71,
v7-functional-89,RESULT_CELL_SENT,8130679011983029,0,72,
v7-functional-97,RESULT_CELL_SENT,8130679023499564,0,73,
v7-functional-58,RESULT_CELL_SENT,8130679034513925,0,74,
v7-functional-93,RESULT_CELL_SENT,8130679044026950,0,75,
v7-functional-54,RESULT_CELL_SENT,8130679053452205,0,76,
v7-functional-62,RESULT_CELL_SENT,8130679062765607,0,77,
v7-functional-19,RESULT_CELL_SENT,8130679071968157,0,78,
v7-functional-74,RESULT_CELL_SENT,8130679083009627,0,79,
v7-functional-31,RESULT_CELL_SENT,8130679093168698,0,80,
v7-functional-86,RESULT_CELL_SENT,8130679102313013,0,81,
v7-functional-66,RESULT_CELL_SENT,8130679111514669,0,82,
v7-functional-78,RESULT_CELL_SENT,8130679121323192,0,83,
v7-functional-87,RESULT_CELL_SENT,8130679131953757,0,84,
v7-functional-90,RESULT_CELL_SENT,8130679141868118,0,85,
v7-functional-70,RESULT_CELL_SENT,8130679151416252,0,86,
v7-functional-82,RESULT_CELL_SENT,8130679161025769,0,87,
v7-functional-35,RESULT_CELL_SENT,8130679170873316,0,88,
v7-functional-94,RESULT_CELL_SENT,8130679181422163,0,89,
v7-functional-67,RESULT_CELL_SENT,8130679191450395,0,90,
v7-functional-23,RESULT_CELL_SENT,8130679201183201,0,91,
v7-functional-98,RESULT_CELL_SENT,8130679212139418,0,92,
v7-functional-43,RESULT_CELL_SENT,8130679218718651,0,93,
v7-functional-15,RESULT_CELL_SENT,8130679228754424,0,94,
v7-functional-47,RESULT_CELL_SENT,8130679238858891,0,95,
v7-functional-55,RESULT_CELL_SENT,8130679249187067,0,96,
v7-functional-95,RESULT_CELL_SENT,8130679259146847,0,97,
v7-functional-63,RESULT_CELL_SENT,8130679269559306,0,98,
v7-functional-59,RESULT_CELL_SENT,8130679279283035,0,99,
v7-functional-91,RESULT_CELL_SENT,8130679290936736,0,100,
v7-functional-99,RESULT_CELL_SENT,8130679302948748,0,101,
