admitted_real_agent_accesses,agent_access_bytes,agent_loader_failures,dummy_heavy_agent_executions,dummy_heavy_llm_executions,dummy_heavy_tool_executions,dummy_pir_queries,dummy_psi_queries,first_agent_retrieval_latency_ms,framework,framework_agent_as_tool_invocations,framework_model_invocations,gateway_bytes,gateway_public_sessions,gateway_relay_cells,overflow_count,profile_capacity_failures,profile_conformance,public_profile_instances,public_session_wall_ms,real_agent_executions,real_external_tool_api_calls,real_pir_queries,real_psi_queries,real_remote_llm_calls,repetition,retrieval_count,retrieval_failures,retrieval_latencies_ms_json,run_id,scheduled_agent_access_slots,semantic_applicable,semantic_success,silent_loss_count,source_campaign,task_latency_ms,total_agent_resolution_latency_ms,total_public_bytes,workload
3,9405600,0,0,0,0,2,1,469.836807,OpenAI Agents SDK,1,4,978959,1,521,0,0,True,1,7348.959842,3,0,2,3,0,6,3,0,"[469.836807, 699.698357, 7348.957707]",V15D-SUP-022-OPENAI-MIXED_AGENT_LLM_TOOL-R6,4,True,True,0,V15D_P0_SUPPLEMENT,7370.421222,8518.492871,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7324.636985,Microsoft Agent Framework,1,3,1957918,2,1042,0,0,True,2,14548.761837,2,0,0,2,0,6,2,0,"[7324.636985, 7222.127488]",V15D-SUP-023-MICROSOFT-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R6,8,True,True,0,V15D_P0_SUPPLEMENT,14551.814179,14546.764473,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,451.888044,Microsoft Agent Framework,1,4,978959,1,521,0,0,True,1,7276.387816,3,0,2,3,0,6,3,0,"[451.888044, 724.341466, 7276.386471]",V15D-SUP-024-MICROSOFT-MIXED_AGENT_LLM_TOOL-R6,4,True,True,0,V15D_P0_SUPPLEMENT,7282.992703,8452.615980999999,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7278.061498,OpenAI Agents SDK,1,3,1957918,2,1042,0,0,True,2,14670.110564,2,0,0,2,0,7,2,0,"[7278.061498, 7390.582371]",V15D-SUP-025-OPENAI-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R7,8,True,True,0,V15D_P0_SUPPLEMENT,14687.32927,14668.643869,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,466.791336,OpenAI Agents SDK,1,4,978959,1,521,0,0,True,1,7949.916942,3,0,2,3,0,7,3,0,"[466.791336, 703.15116, 7949.914277]",V15D-SUP-026-OPENAI-MIXED_AGENT_LLM_TOOL-R7,4,True,True,0,V15D_P0_SUPPLEMENT,7970.78696,9119.856773,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7279.531397,Microsoft Agent Framework,1,3,1957918,2,1042,0,0,True,2,14579.827275,2,0,0,2,0,7,2,0,"[7279.531397, 7298.15247]",V15D-SUP-027-MICROSOFT-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R7,8,True,True,0,V15D_P0_SUPPLEMENT,14585.423543,14577.683867,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,474.376471,Microsoft Agent Framework,1,4,978959,1,521,0,0,True,1,7461.67722,3,0,2,3,0,7,3,0,"[474.376471, 703.541682, 7461.674265]",V15D-SUP-028-MICROSOFT-MIXED_AGENT_LLM_TOOL-R7,4,True,True,0,V15D_P0_SUPPLEMENT,7469.959603,8639.592418,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7280.570852,OpenAI Agents SDK,1,3,1957918,2,1042,0,0,True,2,14518.294201,2,0,0,2,0,8,2,0,"[7280.570852, 7235.410189]",V15D-SUP-029-OPENAI-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R8,8,True,True,0,V15D_P0_SUPPLEMENT,14536.571563,14515.981041,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,434.156543,OpenAI Agents SDK,1,4,978959,1,521,0,0,True,1,7513.475986,3,0,2,3,0,8,3,0,"[434.156543, 709.682603, 7513.473179]",V15D-SUP-030-OPENAI-MIXED_AGENT_LLM_TOOL-R8,4,True,True,0,V15D_P0_SUPPLEMENT,7534.726793,8657.312324999999,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7227.751751,Microsoft Agent Framework,1,3,1957918,2,1042,0,0,True,2,14473.13959,2,0,0,2,0,8,2,0,"[7227.751751, 7244.41806]",V15D-SUP-031-MICROSOFT-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R8,8,True,True,0,V15D_P0_SUPPLEMENT,14479.889874,14472.169811,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,445.324023,Microsoft Agent Framework,1,4,978959,1,521,0,0,True,1,7575.197886,3,0,2,3,0,8,3,0,"[445.324023, 697.973395, 7575.194945]",V15D-SUP-032-MICROSOFT-MIXED_AGENT_LLM_TOOL-R8,4,True,True,0,V15D_P0_SUPPLEMENT,7583.941904,8718.492363,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7239.552789,OpenAI Agents SDK,1,3,1957918,2,1042,0,0,True,2,15013.830634,2,0,0,2,0,9,2,0,"[7239.552789, 7772.271301]",V15D-SUP-033-OPENAI-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R9,8,True,True,0,V15D_P0_SUPPLEMENT,15031.771001,15011.82409,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,468.49031,OpenAI Agents SDK,1,4,978959,1,521,0,0,True,1,7243.282182,3,0,2,3,0,9,3,0,"[468.49031, 678.254441, 7243.279505]",V15D-SUP-034-OPENAI-MIXED_AGENT_LLM_TOOL-R9,4,True,True,0,V15D_P0_SUPPLEMENT,7266.202281,8390.024256,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7210.063145,Microsoft Agent Framework,1,3,1957918,2,1042,0,0,True,2,14526.353646,2,0,0,2,0,9,2,0,"[7210.063145, 7315.163378]",V15D-SUP-035-MICROSOFT-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R9,8,True,True,0,V15D_P0_SUPPLEMENT,14533.927257,14525.226523000001,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,472.30255,Microsoft Agent Framework,1,4,978959,1,521,0,0,True,1,7246.488975,3,0,2,3,0,9,3,0,"[472.30255, 680.872824, 7246.485234]",V15D-SUP-036-MICROSOFT-MIXED_AGENT_LLM_TOOL-R9,4,True,True,0,V15D_P0_SUPPLEMENT,7250.050582,8399.660608,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7281.584025,OpenAI Agents SDK,1,3,1957918,2,1042,0,0,True,2,14546.086826,2,0,0,2,0,10,2,0,"[7281.584025, 7262.29947]",V15D-SUP-037-OPENAI-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R10,8,True,True,0,V15D_P0_SUPPLEMENT,14561.181165,14543.883495,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,467.905952,OpenAI Agents SDK,1,4,978959,1,521,0,0,True,1,7357.178433,3,0,2,3,0,10,3,0,"[467.905952, 685.712422, 7357.176204]",V15D-SUP-038-OPENAI-MIXED_AGENT_LLM_TOOL-R10,4,True,True,0,V15D_P0_SUPPLEMENT,7375.907506,8510.794578000001,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,8519.974225,Microsoft Agent Framework,1,3,1957918,2,1042,0,0,True,2,15781.52294,2,0,0,2,0,10,2,0,"[8519.974225, 7260.523626]",V15D-SUP-039-MICROSOFT-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R10,8,True,True,0,V15D_P0_SUPPLEMENT,15787.901648,15780.497851,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,464.422888,Microsoft Agent Framework,1,4,978959,1,521,0,0,True,1,7367.358967,3,0,2,3,0,10,3,0,"[464.422888, 739.641922, 7367.356232]",V15D-SUP-040-MICROSOFT-MIXED_AGENT_LLM_TOOL-R10,4,True,True,0,V15D_P0_SUPPLEMENT,7370.894638,8571.421042,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7285.69156,OpenAI Agents SDK,1,3,1957918,2,1042,0,0,True,2,14556.63331,2,0,0,2,0,11,2,0,"[7285.69156, 7261.115825]",V15D-SUP-041-OPENAI-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R11,8,True,True,0,V15D_P0_SUPPLEMENT,14564.1475,14546.807385,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,463.995785,OpenAI Agents SDK,1,4,978959,1,521,0,0,True,1,7275.927194,3,0,2,3,0,11,3,0,"[463.995785, 696.555662, 7275.92564]",V15D-SUP-042-OPENAI-MIXED_AGENT_LLM_TOOL-R11,4,True,True,0,V15D_P0_SUPPLEMENT,7295.580539,8436.477087000001,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7690.111662,Microsoft Agent Framework,1,3,1957918,2,1042,0,0,True,2,14930.533328,2,0,0,2,0,11,2,0,"[7690.111662, 7237.920189]",V15D-SUP-043-MICROSOFT-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R11,8,True,True,0,V15D_P0_SUPPLEMENT,14937.509144,14928.031851,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,448.420946,Microsoft Agent Framework,1,4,978959,1,521,0,0,True,1,7271.476215,3,0,2,3,0,11,3,0,"[448.420946, 701.500847, 7271.473332]",V15D-SUP-044-MICROSOFT-MIXED_AGENT_LLM_TOOL-R11,4,True,True,0,V15D_P0_SUPPLEMENT,7280.117255,8421.395125,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7289.994579,OpenAI Agents SDK,1,3,1957918,2,1042,0,0,True,2,14566.474355,2,0,0,2,0,12,2,0,"[7289.994579, 7274.076052]",V15D-SUP-045-OPENAI-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R12,8,True,True,0,V15D_P0_SUPPLEMENT,14582.433679,14564.070631,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,471.434416,OpenAI Agents SDK,1,4,978959,1,521,0,0,True,1,7253.999195,3,0,2,3,0,12,3,0,"[471.434416, 684.330712, 7253.996887]",V15D-SUP-046-OPENAI-MIXED_AGENT_LLM_TOOL-R12,4,True,True,0,V15D_P0_SUPPLEMENT,7264.206981,8409.762015,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7259.464271,Microsoft Agent Framework,1,3,1957918,2,1042,0,0,True,2,14856.383951,2,0,0,2,0,12,2,0,"[7259.464271, 7595.677123]",V15D-SUP-047-MICROSOFT-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R12,8,True,True,0,V15D_P0_SUPPLEMENT,14859.512734,14855.141394,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,436.547509,Microsoft Agent Framework,1,4,978959,1,521,0,0,True,1,7221.299188,3,0,2,3,0,12,3,0,"[436.547509, 693.45896, 7221.297873]",V15D-SUP-048-MICROSOFT-MIXED_AGENT_LLM_TOOL-R12,4,True,True,0,V15D_P0_SUPPLEMENT,7230.35941,8351.304342000001,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7245.089085,OpenAI Agents SDK,1,3,1957918,2,1042,0,0,True,2,14475.833116,2,0,0,2,0,13,2,0,"[7245.089085, 7228.322972]",V15D-SUP-049-OPENAI-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R13,8,True,True,0,V15D_P0_SUPPLEMENT,14483.214245,14473.412057,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,464.811579,OpenAI Agents SDK,1,4,978959,1,521,0,0,True,1,7226.329838,3,0,2,3,0,13,3,0,"[464.811579, 678.871683, 7226.328476]",V15D-SUP-050-OPENAI-MIXED_AGENT_LLM_TOOL-R13,4,True,True,0,V15D_P0_SUPPLEMENT,7244.64896,8370.011738,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7244.227307,Microsoft Agent Framework,1,3,1957918,2,1042,0,0,True,2,14490.620746,2,0,0,2,0,13,2,0,"[7244.227307, 7243.948346]",V15D-SUP-051-MICROSOFT-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R13,8,True,True,0,V15D_P0_SUPPLEMENT,14498.652854,14488.175653,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,447.789374,Microsoft Agent Framework,1,4,978959,1,521,0,0,True,1,7210.689355,3,0,2,3,0,13,3,0,"[447.789374, 684.39603, 7210.685348]",V15D-SUP-052-MICROSOFT-MIXED_AGENT_LLM_TOOL-R13,4,True,True,0,V15D_P0_SUPPLEMENT,7215.273835,8342.870752,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7235.305084,OpenAI Agents SDK,1,3,1957918,2,1042,0,0,True,2,14462.433377,2,0,0,2,0,14,2,0,"[7235.305084, 7224.694653]",V15D-SUP-053-OPENAI-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R14,8,True,True,0,V15D_P0_SUPPLEMENT,14479.995669,14459.999736999998,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,439.433985,OpenAI Agents SDK,1,4,978959,1,521,0,0,True,1,7306.266318,3,0,2,3,0,14,3,0,"[439.433985, 744.83372, 7306.263678]",V15D-SUP-054-OPENAI-MIXED_AGENT_LLM_TOOL-R14,4,True,True,0,V15D_P0_SUPPLEMENT,7327.602071,8490.531383,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7220.654623,Microsoft Agent Framework,1,3,1957918,2,1042,0,0,True,2,14861.623863,2,0,0,2,0,14,2,0,"[7220.654623, 7639.73978]",V15D-SUP-055-MICROSOFT-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R14,8,True,True,0,V15D_P0_SUPPLEMENT,14868.589027,14860.394403,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,445.165436,Microsoft Agent Framework,1,4,978959,1,521,0,0,True,1,7383.532773,3,0,2,3,0,14,3,0,"[445.165436, 690.791033, 7383.529786]",V15D-SUP-056-MICROSOFT-MIXED_AGENT_LLM_TOOL-R14,4,True,True,0,V15D_P0_SUPPLEMENT,7392.036188,8519.486255,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7259.460942,OpenAI Agents SDK,1,3,1957918,2,1042,0,0,True,2,14639.72636,2,0,0,2,0,15,2,0,"[7259.460942, 7377.81787]",V15D-SUP-057-OPENAI-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R15,8,True,True,0,V15D_P0_SUPPLEMENT,14657.243736,14637.278812,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,440.587109,OpenAI Agents SDK,1,4,978959,1,521,0,0,True,1,7265.527916,3,0,2,3,0,15,3,0,"[440.587109, 736.667438, 7265.525296]",V15D-SUP-058-OPENAI-MIXED_AGENT_LLM_TOOL-R15,4,True,True,0,V15D_P0_SUPPLEMENT,7284.424949,8442.779843,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7215.27791,Microsoft Agent Framework,1,3,1957918,2,1042,0,0,True,2,14951.231279,2,0,0,2,0,15,2,0,"[7215.27791, 7734.708643]",V15D-SUP-059-MICROSOFT-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R15,8,True,True,0,V15D_P0_SUPPLEMENT,14968.312842,14949.986552999999,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,466.09524,Microsoft Agent Framework,1,4,978959,1,521,0,0,True,1,7243.861533,3,0,2,3,0,15,3,0,"[466.09524, 685.250507, 7243.858687]",V15D-SUP-060-MICROSOFT-MIXED_AGENT_LLM_TOOL-R15,4,True,True,0,V15D_P0_SUPPLEMENT,7252.736044,8395.204434,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7991.662106,OpenAI Agents SDK,1,3,1957918,2,1042,0,0,True,2,15957.501191,2,0,0,2,0,16,2,0,"[7991.662106, 7963.913624]",V15D-SUP-061-OPENAI-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R16,8,True,True,0,V15D_P0_SUPPLEMENT,15975.320719,15955.57573,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,440.049403,OpenAI Agents SDK,1,4,978959,1,521,0,0,True,1,7248.254427,3,0,2,3,0,16,3,0,"[440.049403, 700.13721, 7248.25135]",V15D-SUP-062-OPENAI-MIXED_AGENT_LLM_TOOL-R16,4,True,True,0,V15D_P0_SUPPLEMENT,7267.24609,8388.437963,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7269.266938,Microsoft Agent Framework,1,3,1957918,2,1042,0,0,True,2,14498.940975,2,0,0,2,0,16,2,0,"[7269.266938, 7228.440186]",V15D-SUP-063-MICROSOFT-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R16,8,True,True,0,V15D_P0_SUPPLEMENT,14504.479248,14497.707124,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,436.771229,Microsoft Agent Framework,1,4,978959,1,521,0,0,True,1,7216.302805,3,0,2,3,0,16,3,0,"[436.771229, 700.923185, 7216.29982]",V15D-SUP-064-MICROSOFT-MIXED_AGENT_LLM_TOOL-R16,4,True,True,0,V15D_P0_SUPPLEMENT,7219.855373,8353.994234,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7315.866767,OpenAI Agents SDK,1,3,1957918,2,1042,0,0,True,2,14763.810223,2,0,0,2,0,17,2,0,"[7315.866767, 7445.704014]",V15D-SUP-065-OPENAI-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R17,8,True,True,0,V15D_P0_SUPPLEMENT,14771.147418,14761.570781,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,460.354897,OpenAI Agents SDK,1,4,978959,1,521,0,0,True,1,7250.59241,3,0,2,3,0,17,3,0,"[460.354897, 696.547007, 7250.591101]",V15D-SUP-066-OPENAI-MIXED_AGENT_LLM_TOOL-R17,4,True,True,0,V15D_P0_SUPPLEMENT,7272.374298,8407.493005,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7254.880475,Microsoft Agent Framework,1,3,1957918,2,1042,0,0,True,2,14849.760489,2,0,0,2,0,17,2,0,"[7254.880475, 7592.73842]",V15D-SUP-067-MICROSOFT-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R17,8,True,True,0,V15D_P0_SUPPLEMENT,14857.038268,14847.618895,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,446.515001,Microsoft Agent Framework,1,4,978959,1,521,0,0,True,1,7261.510059,3,0,2,3,0,17,3,0,"[446.515001, 718.272302, 7261.506408]",V15D-SUP-068-MICROSOFT-MIXED_AGENT_LLM_TOOL-R17,4,True,True,0,V15D_P0_SUPPLEMENT,7270.729865,8426.293711,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7233.464699,OpenAI Agents SDK,1,3,1957918,2,1042,0,0,True,2,14696.222562,2,0,0,2,0,18,2,0,"[7233.464699, 7459.714425]",V15D-SUP-069-OPENAI-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R18,8,True,True,0,V15D_P0_SUPPLEMENT,14703.699424,14693.179124,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,433.89491,OpenAI Agents SDK,1,4,978959,1,521,0,0,True,1,7249.93908,3,0,2,3,0,18,3,0,"[433.89491, 699.859654, 7249.937476]",V15D-SUP-070-OPENAI-MIXED_AGENT_LLM_TOOL-R18,4,True,True,0,V15D_P0_SUPPLEMENT,7270.710938,8383.69204,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7243.484821,Microsoft Agent Framework,1,3,1957918,2,1042,0,0,True,2,14497.519431,2,0,0,2,0,18,2,0,"[7243.484821, 7251.970402]",V15D-SUP-071-MICROSOFT-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R18,8,True,True,0,V15D_P0_SUPPLEMENT,14503.138121,14495.455223,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,445.527139,Microsoft Agent Framework,1,4,978959,1,521,0,0,True,1,7238.629775,3,0,2,3,0,18,3,0,"[445.527139, 700.922846, 7238.627089]",V15D-SUP-072-MICROSOFT-MIXED_AGENT_LLM_TOOL-R18,4,True,True,0,V15D_P0_SUPPLEMENT,7247.813521,8385.077073999999,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7237.000386,OpenAI Agents SDK,1,3,1957918,2,1042,0,0,True,2,14482.326577,2,0,0,2,0,19,2,0,"[7237.000386, 7241.445937]",V15D-SUP-073-OPENAI-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R19,8,True,True,0,V15D_P0_SUPPLEMENT,14499.721595,14478.446323,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,452.395401,OpenAI Agents SDK,1,4,978959,1,521,0,0,True,1,7256.448269,3,0,2,3,0,19,3,0,"[452.395401, 707.340879, 7256.44501]",V15D-SUP-074-OPENAI-MIXED_AGENT_LLM_TOOL-R19,4,True,True,0,V15D_P0_SUPPLEMENT,7276.433873,8416.18129,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7234.034852,Microsoft Agent Framework,1,3,1957918,2,1042,0,0,True,2,16565.42357,2,0,0,2,0,19,2,0,"[7234.034852, 9328.848423]",V15D-SUP-075-MICROSOFT-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R19,8,True,True,0,V15D_P0_SUPPLEMENT,16573.096592,16562.883275,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,435.069414,Microsoft Agent Framework,1,4,978959,1,521,0,0,True,1,7239.528817,3,0,2,3,0,19,3,0,"[435.069414, 709.661777, 7239.524845]",V15D-SUP-076-MICROSOFT-MIXED_AGENT_LLM_TOOL-R19,4,True,True,0,V15D_P0_SUPPLEMENT,7248.169973,8384.256036,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7245.019744,OpenAI Agents SDK,1,3,1957918,2,1042,0,0,True,2,14489.045197,2,0,0,2,0,20,2,0,"[7245.019744, 7241.491898]",V15D-SUP-077-OPENAI-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R20,8,True,True,0,V15D_P0_SUPPLEMENT,14506.234322,14486.511642000001,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,453.756962,OpenAI Agents SDK,1,4,978959,1,521,0,0,True,1,7237.113337,3,0,2,3,0,20,3,0,"[453.756962, 690.511105, 7237.110369]",V15D-SUP-078-OPENAI-MIXED_AGENT_LLM_TOOL-R20,4,True,True,0,V15D_P0_SUPPLEMENT,7258.441327,8381.378436,10384559,MIXED_AGENT_LLM_TOOL
2,18811200,0,0,0,0,8,6,7831.079231,Microsoft Agent Framework,1,3,1957918,2,1042,0,0,True,2,15298.677845,2,0,0,2,0,20,2,0,"[7831.079231, 7466.078385]",V15D-SUP-079-MICROSOFT-UNPROVISIONED_NESTED_AGENT_AS_TOOL-R20,8,True,True,0,V15D_P0_SUPPLEMENT,15301.699299,15297.157616,20769118,UNPROVISIONED_NESTED_AGENT_AS_TOOL
3,9405600,0,0,0,0,2,1,444.302486,Microsoft Agent Framework,1,4,978959,1,521,0,0,True,1,7246.091063,3,0,2,3,0,20,3,0,"[444.302486, 704.787123, 7246.089638]",V15D-SUP-080-MICROSOFT-MIXED_AGENT_LLM_TOOL-R20,4,True,True,0,V15D_P0_SUPPLEMENT,7255.078635,8395.179247,10384559,MIXED_AGENT_LLM_TOOL
