framework,pinned_commit,relative_path,bytes,discovered_materialized_python_file,included_ir_v1,inclusion_rule,exclusion_reason
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/handoff_filters.py,3637,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/handoff_prompt.py,1006,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/memory/__init__.py,2688,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/memory/_optional_imports.py,466,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/memory/advanced_sqlite_session.py,84166,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/memory/async_sqlite_session.py,17332,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/memory/dapr_session.py,24212,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/memory/encrypt_session.py,9175,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/memory/mongodb_session.py,24068,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/memory/redis_session.py,32696,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/memory/sqlalchemy_session.py,21794,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/models/__init__.py,0,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/models/any_llm_model.py,66390,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/models/any_llm_provider.py,1224,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/models/litellm_model.py,45658,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/models/litellm_provider.py,1084,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/__init__.py,7038,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/_rclone.py,6993,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/blaxel/__init__.py,989,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/blaxel/mounts.py,26926,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/blaxel/sandbox.py,50031,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/cloudflare/__init__.py,495,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/cloudflare/mounts.py,9140,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/cloudflare/sandbox.py,65792,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/daytona/__init__.py,832,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/daytona/mounts.py,9560,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/daytona/sandbox.py,51811,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/e2b/__init__.py,683,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/e2b/mounts.py,5065,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/e2b/sandbox.py,68497,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/modal/__init__.py,990,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/modal/mounts.py,8302,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/modal/sandbox.py,92885,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/runloop/__init__.py,1545,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/runloop/mounts.py,6826,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/runloop/sandbox.py,67168,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/vercel/__init__.py,401,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/vercel/mounts.py,21207,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/sandbox/vercel/sandbox.py,66363,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/tool_output_trimmer.py,20898,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/extensions/visualization.py,14574,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/function_schema.py,19767,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/guardrail.py,10225,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/handoffs/__init__.py,15662,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/handoffs/history.py,24605,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/items.py,40719,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/lifecycle.py,6603,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/logger.py,7309,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/mcp/__init__.py,2239,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/mcp/_compat.py,6232,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/mcp/_logging.py,1652,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/mcp/manager.py,22724,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/mcp/server.py,112055,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/mcp/util.py,32180,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/memory/__init__.py,1151,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/memory/openai_conversations_session.py,5234,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/memory/openai_responses_compaction_session.py,23501,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/memory/session.py,6763,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/memory/session_settings.py,2629,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/memory/sqlite_session.py,19343,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/memory/util.py,595,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/model_settings.py,15829,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/models/__init__.py,393,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/models/_openai_retry.py,3558,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/models/_openai_shared.py,2318,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/models/_openai_websocket.py,4623,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/models/_response_terminal.py,2002,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/models/_retry_runtime.py,5463,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/models/_run_context.py,1016,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/models/_trace.py,877,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/models/chatcmpl_converter.py,45813,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/models/chatcmpl_helpers.py,6568,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/models/chatcmpl_stream_handler.py,63484,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/models/default_models.py,4718,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/models/fake_id.py,268,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/models/interface.py,5593,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/models/multi_provider.py,12731,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/models/openai_agent_registration.py,4082,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/models/openai_chatcompletions.py,34081,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/models/openai_client_utils.py,572,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/models/openai_provider.py,13085,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/models/openai_responses.py,92318,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/models/reasoning_content_replay.py,2116,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/prompts.py,2475,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/realtime/__init__.py,5773,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/realtime/_default_tracker.py,4124,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/realtime/_tool_filtering.py,1194,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/realtime/_tool_validation.py,1708,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/realtime/_util.py,1963,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/realtime/agent.py,6589,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/realtime/audio_formats.py,2557,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/realtime/config.py,11054,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/realtime/events.py,6618,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/realtime/handoffs.py,8165,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/realtime/items.py,5499,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/realtime/model.py,7665,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/realtime/model_events.py,6296,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/realtime/model_inputs.py,3341,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/realtime/openai_realtime.py,89090,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/realtime/runner.py,2628,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/realtime/session.py,86676,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/realtime/testing.py,17296,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/repl.py,2851,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/responses_websocket_session.py,5538,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/result.py,51058,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/retry.py,16533,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run.py,133163,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_config.py,26126,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_context.py,58650,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_error_handlers.py,1726,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/__init__.py,269,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/_asyncio_progress.py,6932,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/agent_bindings.py,1019,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/agent_runner_helpers.py,22871,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/approvals.py,3365,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/blocked_output.py,34922,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/error_handlers.py,9075,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/guardrails.py,9093,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/items.py,42114,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/model_retry.py,34956,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/oai_conversation.py,30211,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/prompt_cache_key.py,4384,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/run_grouping.py,1547,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/run_loop.py,115973,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/run_steps.py,6862,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/session_persistence.py,47496,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/streaming.py,2994,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/tool_actions.py,41416,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/tool_caller.py,4509,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/tool_execution.py,104268,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/tool_planning.py,43377,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/tool_use_tracker.py,6339,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/run_internal/turn_preparation.py,6297,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
