operation_id,selected_agent_id,descriptor_authenticated_from_real_pir,descriptor_schema,catalog_epoch,action_kind,private_route_handle,effect_semantics,provider_calls,result_round,delivery_ledger_state,lifecycle_stages,all_required_stages,framework_delivered,pass
functional-50-0023,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-nonidem,NON_IDEMPOTENT_EFFECT,1,17,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-50-0024,10,True,AgentDescriptorV7/7,20260829,REAL_EXTERNAL_HTTP,route-external-local,READ_ONLY,1,18,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-50-0028,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-read,READ_ONLY,1,19,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-50-0029,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-idem,IDEMPOTENT_EFFECT,1,20,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-50-0030,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-nonidem,NON_IDEMPOTENT_EFFECT,1,22,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-50-0031,10,True,AgentDescriptorV7/7,20260829,REAL_EXTERNAL_HTTP,route-external-local,READ_ONLY,1,21,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-50-0035,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-read,READ_ONLY,1,23,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-50-0036,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-idem,IDEMPOTENT_EFFECT,1,24,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-50-0037,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-nonidem,NON_IDEMPOTENT_EFFECT,1,26,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-50-0038,10,True,AgentDescriptorV7/7,20260829,REAL_EXTERNAL_HTTP,route-external-local,READ_ONLY,1,27,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-50-0042,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-read,READ_ONLY,1,28,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-50-0043,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-idem,IDEMPOTENT_EFFECT,1,29,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-50-0044,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-nonidem,NON_IDEMPOTENT_EFFECT,1,30,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-50-0045,10,True,AgentDescriptorV7/7,20260829,REAL_EXTERNAL_HTTP,route-external-local,READ_ONLY,1,31,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-50-0049,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-read,READ_ONLY,1,32,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
